Year,Department Title,Job Class Title,Employment Type,Hourly or Event Rate,Projected Annual Salary,Payments Over Base Pay,Total Payments,Base Pay,Permanent Bonus Pay,Longevity Bonus Pay,Temporary Bonus Pay,Lump Sum Pay,Overtime Pay,Other Pay & Adjustments,Other Pay (Payroll Explorer),MOU Title,Job Class,Average Health Cost,Average Dental Cost,Average Basic Life,Average Benefit Cost,Benefits Plan,Job Class Link
2015,Building and Safety,Structural Engineering Associate II,Full Time,$38.75,"$80,910.00","$16,296.79","$96,402.11","$80,105.32",$0.00,$0.00,"$2,750.00",$0.00,"$10,670.08","$2,876.71","$5,626.71",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$25,718.40","$120,566.40","$94,848.00",$0.00,$0.00,$0.00,$0.00,"$25,718.40",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$55,767.47","$161,410.67","$105,643.20",$0.00,$0.00,$0.00,"$1,447.52","$54,319.95",$0.00,"$1,447.52",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$12,222.20","$101,170.70","$88,948.50",$0.00,$0.00,"$2,860.00",$0.00,"$7,900.20","$1,462.00","$4,322.00",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52",$820.41,"$106,463.61","$105,643.20",$0.00,$0.00,$670.41,$0.00,$0.00,$150.00,$820.41,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$28,798.67","$134,441.87","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$26,537.84","$2,260.83","$2,260.83",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate IV,Full Time,$55.21,"$115,278.48","$62,550.58","$176,326.58","$113,776.00",$0.00,$0.00,$0.00,$0.00,"$62,150.58",$400.00,$400.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$48,834.63","$154,477.83","$105,643.20",$0.00,$0.00,$0.00,"$1,752.26","$47,082.37",$0.00,"$1,752.26",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Senior Structural Engineer,Full Time,$64.99,"$135,699.12",$470.00,"$126,282.80","$125,812.80",$0.00,$0.00,$0.00,$0.00,$0.00,$470.00,$470.00,SUPERVISORY PROF. ENGINEERING & SCIENTIFIC,9425,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/9425.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$42,091.40","$147,487.00","$105,395.60",$0.00,$0.00,"$2,743.00",$0.00,"$36,645.03","$2,703.37","$5,446.37",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$35.44,"$74,004.98",-$557.09,"$11,649.99","$12,207.08","-$1,007.09",$0.00,$400.00,$0.00,$0.00,$50.00,-$557.09,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$4,017.01","$109,660.21","$105,643.20",$0.00,$0.00,$0.00,"$2,437.92",$152.37,"$1,426.72","$3,864.64",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80",$600.00,"$95,448.00","$94,848.00",$0.00,$0.00,$0.00,$0.00,$0.00,$600.00,$600.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$24,025.60","$108,203.20","$84,177.60",$0.00,$0.00,$0.00,$0.00,"$23,985.60",$40.00,$40.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$46,549.12","$152,090.74","$105,541.62",$0.00,$0.00,$0.00,$0.00,"$46,549.12",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$17,186.40","$111,691.94","$94,505.54",$0.00,$0.00,$0.00,$0.00,"$17,168.40",$18.00,$18.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$36.70,"$76,629.60","$14,951.93","$89,003.13","$74,051.20",$0.00,$0.00,$0.00,$0.00,"$14,951.93",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$30.12,"$62,893.69",-$628.37,"$6,988.19","$7,616.56",-$628.37,$0.00,$0.00,$0.00,$0.00,$0.00,-$628.37,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$2,860.00","$96,811.05","$93,951.05",$0.00,$0.00,"$2,860.00",$0.00,$0.00,$0.00,"$2,860.00",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$35.44,"$74,004.98",-$599.84,"$11,761.76","$12,361.60","-$1,019.84",$0.00,$400.00,$0.00,$0.00,$20.00,-$599.84,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$48.11,"$100,453.68","$10,869.03","$79,868.32","$68,999.29",$0.00,$0.00,$0.00,$0.00,"$10,869.03",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$41.90,"$87,490.33","$9,308.48","$32,145.28","$22,836.80",$628.04,$0.00,$0.00,"$2,206.66","$6,473.78",$0.00,"$2,834.70",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineer,Full Time,$58.40,"$121,939.20",$40.00,"$121,512.00","$121,472.00",$0.00,$0.00,$0.00,$0.00,$0.00,$40.00,$40.00,SUPERVISORY PROF. ENGINEERING & SCIENTIFIC,7956,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7956.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$25,162.82","$114,573.61","$89,410.79",$0.00,$0.00,"$2,720.00",$0.00,"$22,442.82",$0.00,"$2,720.00",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$48.11,"$100,453.68","$1,465.00","$97,116.20","$95,651.20",$0.00,$0.00,$990.00,$0.00,$0.00,$475.00,"$1,465.00",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Water And Power (DWP),Structural Engineering Associate,Full Time,$57.75,"$120,582.00","$15,508.66","$129,284.70","$113,776.04","$6,561.25",$0.00,$0.00,,"$3,897.41","$5,050.00","$11,611.25",PROFESSIONAL UNIT,7957,"$17,486.94","$1,268.69",$0.00,"$18,755.63",DWP,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04","$1,812.21","$70,032.95","$68,220.74","-$2,816.84",$0.00,$0.00,$0.00,"$4,629.05",$0.00,"-$2,816.84",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Harbor (Port of LA),Structural Engineering Associate III,Full Time,$50.79,"$106,049.52",$800.00,"$68,799.22","$67,999.22",$0.00,$0.00,$0.00,$0.00,$0.00,$800.00,$800.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$36.70,"$76,629.60","$15,954.16","$90,150.20","$74,196.04",$0.00,$0.00,$0.00,$0.00,"$15,854.16",$100.00,$100.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$38.75,"$80,910.00","$23,535.11","$98,087.83","$74,552.72",$0.00,$0.00,$0.00,$0.00,"$23,535.11",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$79,712.19","$185,355.39","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$79,537.19",$175.00,$175.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$36.70,"$76,629.60","$15,786.82","$78,422.12","$62,635.30",$0.00,$0.00,$0.00,$0.00,"$15,786.82",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$74,566.00","$169,414.00","$94,848.00",$0.00,$0.00,$0.00,"$2,188.80","$72,367.20",$10.00,"$2,198.80",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$24,288.12","$129,931.32","$105,643.20",$0.00,$0.00,"$2,743.00",$0.00,"$18,974.50","$2,570.62","$5,313.62",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$30,083.20","$124,931.20","$94,848.00",$0.00,$0.00,"$2,860.00",$0.00,"$27,223.20",$0.00,"$2,860.00",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$2,883.18","$108,526.38","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$2,133.18",$750.00,$750.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$37.42,"$78,123.83",-$676.60,"$12,373.00","$13,049.60","-$1,076.60",$0.00,$400.00,$0.00,$0.00,$0.00,-$676.60,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52",$0.00,"$105,643.20","$105,643.20",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$46.85,"$97,831.15","$16,523.99","$111,371.99","$94,848.00","$2,608.32",$0.00,$0.00,$0.00,"$13,915.67",$0.00,"$2,608.32",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Street Lighting,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$12,472.86","$118,116.06","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$11,884.86",$588.00,$588.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04","$6,933.21","$73,709.43","$66,776.22","-$2,768.08",$0.00,$0.00,$0.00,"$9,701.29",$0.00,"-$2,768.08",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Water And Power (DWP),Structural Engineering Associate,Full Time,$51.81,"$108,179.28","$9,321.75","$101,762.91","$92,441.16","$5,162.14",$0.00,$0.00,,$203.95,"$3,955.66","$9,117.80",PROFESSIONAL UNIT,7957,"$17,486.94","$1,268.69",$0.00,"$18,755.63",DWP,http://per.lacity.org/perspecs/7957.pdf
2015,Harbor (Port of LA),Senior Structural Engineer,Full Time,$68.61,"$143,257.68","$3,293.28","$146,002.08","$142,708.80",$0.00,$0.00,$0.00,"$3,293.28",$0.00,$0.00,"$3,293.28",SUPERVISORY PROF. ENGINEERING & SCIENTIFIC,9425,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/9425.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52",$0.00,"$105,643.20","$105,643.20",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Water And Power (DWP),Structural Engineering Associate,Full Time,$57.75,"$120,582.00","$9,301.42","$123,077.63","$113,776.21","$6,343.79",$0.00,$0.00,,$0.00,"$2,957.63","$9,301.42",PROFESSIONAL UNIT,7957,"$17,486.94","$1,268.69",$0.00,"$18,755.63",DWP,http://per.lacity.org/perspecs/7957.pdf
2015,Airports (LAWA),Structural Engineering Associate IV,Full Time,$55.21,"$115,278.48",$0.00,"$114,836.80","$114,836.80",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$30.12,"$62,893.69",-$866.72,"$9,638.88","$10,505.60",-$866.72,$0.00,$0.00,$0.00,$0.00,$0.00,-$866.72,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Water And Power (DWP),Structural Engineer,Full Time,$69.46,"$145,032.48","$4,612.12","$149,088.92","$144,476.80",$0.00,$0.00,$0.00,,$989.81,"$3,622.31","$3,622.31",SUPERVISORY PROFESSIONAL UNIT,7956,"$17,486.94","$1,268.69",$0.00,"$18,755.63",DWP,http://per.lacity.org/perspecs/7956.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$43.19,"$90,180.72","$29,774.64","$115,597.04","$85,822.40",$0.00,$0.00,$0.00,$0.00,"$29,534.64",$240.00,$240.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$50,204.00","$145,052.00","$94,848.00",$0.00,$0.00,"$2,750.00",$0.00,"$46,854.00",$600.00,"$3,350.00",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$8,228.01","$113,871.21","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$8,228.01",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$40.91,"$85,420.08","$31,039.72","$111,281.52","$80,241.80",$0.00,$0.00,"$2,860.00",$0.00,"$25,799.18","$2,380.54","$5,240.54",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$28,163.60","$123,011.60","$94,848.00",$0.00,$0.00,"$2,750.00",$0.00,"$24,213.60","$1,200.00","$3,950.00",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Senior Structural Engineer,Full Time,$64.99,"$135,699.12","$2,326.05","$128,138.85","$125,812.80",$0.00,$0.00,$0.00,$0.00,$0.00,"$2,326.05","$2,326.05",SUPERVISORY PROF. ENGINEERING & SCIENTIFIC,9425,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/9425.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$46,472.86","$152,116.06","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$46,472.86",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineer,Full Time,$58.40,"$121,939.20","$4,385.40","$125,857.40","$121,472.00",$0.00,$0.00,$0.00,"$2,540.40",$0.00,"$1,845.00","$4,385.40",SUPERVISORY PROF. ENGINEERING & SCIENTIFIC,7956,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7956.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$56,314.40","$150,752.00","$94,437.60",$0.00,$0.00,$0.00,$0.00,"$55,814.40",$500.00,$500.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80",$0.00,"$94,848.00","$94,848.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate IV,Full Time,$55.21,"$115,278.48","$14,188.50","$127,964.50","$113,776.00",$0.00,$0.00,$527.50,$0.00,"$13,661.00",$0.00,$527.50,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate IV,Full Time,$55.21,"$115,278.48","$88,405.06","$203,241.86","$114,836.80",$0.00,$0.00,$0.00,$0.00,"$88,405.06",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineer,Full Time,$58.40,"$121,939.20","$1,226.40","$122,698.40","$121,472.00",$0.00,$0.00,$0.00,"$1,226.40",$0.00,$0.00,"$1,226.40",SUPERVISORY PROF. ENGINEERING & SCIENTIFIC,7956,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7956.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$34.66,"$72,370.08","$43,728.92","$115,821.72","$72,092.80",$0.00,$0.00,$0.00,$0.00,"$43,728.92",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$36.59,"$76,399.92",$135.45,"$76,242.65","$76,107.20","-$3,139.37",$0.00,$0.00,$0.00,"$3,274.82",$0.00,"-$3,139.37",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Airports (LAWA),Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$9,599.33","$115,242.53","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$9,599.33",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Senior Structural Engineer,Full Time,$68.61,"$143,257.68",$600.00,"$143,308.80","$142,708.80",$0.00,$0.00,$0.00,$0.00,$0.00,$600.00,$600.00,SUPERVISORY PROF. ENGINEERING & SCIENTIFIC,9425,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/9425.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$38.75,"$80,910.00","$13,867.72","$92,299.00","$78,431.28",$0.00,$0.00,$0.00,$0.00,"$13,077.72",$790.00,$790.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$44,254.80","$129,982.80","$85,728.00",$0.00,$0.00,$0.00,$0.00,"$44,254.80",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Street Lighting,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52",$0.00,"$102,252.98","$102,252.98",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$30.12,"$62,893.69",-$866.72,"$9,638.88","$10,505.60",-$866.72,$0.00,$0.00,$0.00,$0.00,$0.00,-$866.72,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$1,094.40","$92,055.00","$90,960.60",$0.00,$0.00,$0.00,$0.00,"$1,094.40",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52","$62,167.02","$167,810.22","$105,643.20",$0.00,$0.00,$0.00,$0.00,"$62,167.02",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate II,Full Time,$45.60,"$95,212.80","$40,036.80","$134,200.80","$94,164.00",$0.00,$0.00,$0.00,$0.00,"$40,036.80",$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Building and Safety,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04",$336.41,"$49,953.66","$49,617.25","-$2,795.67",$0.00,$0.00,$0.00,"$2,882.08",$250.00,"-$2,545.67",PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate I,Full Time,$32.83,"$68,549.04",-$532.28,"$64,682.40","$65,214.68",-$563.36,$0.00,$0.00,$0.00,$31.08,$0.00,-$563.36,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
2015,Water And Power (DWP),Structural Engineering Associate,Full Time,$57.75,"$120,582.00","$13,371.58","$28,468.78","$15,097.20",$841.80,$0.00,$0.00,,$0.00,"$12,529.78","$13,371.58",PROFESSIONAL UNIT,7957,"$17,486.94","$1,268.69",$0.00,"$18,755.63",DWP,http://per.lacity.org/perspecs/7957.pdf
2015,Public Works - Engineering,Structural Engineering Associate III,Full Time,$50.79,"$106,049.52",$0.00,"$105,643.20","$105,643.20",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,PROFESSIONAL ENGINEERING & SCIENTIFIC,7957,"$11,012.40",$411.36,$11.40,"$11,435.16",City,http://per.lacity.org/perspecs/7957.pdf
